2
/Backgrounds/Ambience
ButterflySwarm1 40x646
Tiles_336 234x360
Item_3494 36x32
Projectile_68 14x14
Item_5207 32x24
Projectile_840 456x78
Gore_947 54x32
Projectile_87 54x136
Glow_30 22x18
Projectile_562 16x16
Projectile_1107 14x16
ColorSlider 11x25
Item_1904 34x28
Item_1951 24x24
Item_3517 40x40
Item_2665 22x28
NPC_157 84x168
Item_4460 32x32
Projectile_144 16x16
Tiles_105 1980x272
Tiles_156 288x270
WallOfFlesh 190x420
Item_5411 24x24
NPC_Head_Boss_0 26x28
Waterfall_4 512x40
Background_128 160x48
Item_1528 32x32
Light_Disc 32x32
Gore_1215 18x10
MapBG7 115x65
Glow_189 24x104
Item_4931 36x48
Buff_161 32x32
Gore_681 28x26
Item_3309 30x30
Gore_890 20x14
Item_3888 18x32
Item_3765 56x56
Item_4416 24x14
Item_2320 42x42
Item_3984 34x34
Gore_1296 16x16
Item_3294 28x28
Item_5714 24x32
Item_4279 24x24
Gore_289 22x28
MapBG21 115x61
Item_6051 20x22
Mount_Pigron 90x1056
Projectile_102 22x48
Projectile_409 68x204
Extra_124 50x102
Projectile_654 16x16
Wall_102 468x180
Armor_Legs_143 40x1120
Item_4451 34x22
Item_540 24x24
Item_1124 16x16
Star_0 12x12
Item_960 20x24
Gore_907 14x114
Item_465 24x28
Item_5746 16x28
Projectile_538 56x56
Item_5255 20x30
Item_175 30x24
Item_5569 16x16
Item_5997 24x24
Background_331 1024x760
Tiles_709 18x18
Item_2081 32x20
Gore_475 90x116
Item_4487 24x24
Background_306 1024x600
Armor_Head_178 40x1120
Item_4789 44x44
NPC_549 142x1632
Wall_240 468x180
Item_1905 34x28
Item_3230 26x30
Gore_81 48x16
Glow_349 288x270
Item_3618 8x16
Item_5794 30x22
Tiles_251 288x270
Tiles_98 34x34
Item_4262 38x8
NPC_Head_14 22x22
Item_567 30x24
Item_4435 14x32
Projectile_832 64x44
Item_345 30x28
Item_4347 46x22
NPC_398 60x410
Item_2044 18x32
NPC_Head_Boss_3 30x30
Projectile_158 6x16
Acc_Neck_6 40x1120
NPC_Head_54 28x36
Tiles_31 70x144
Item_5051 38x34
Item_2713 24x34
Item_845 12x28
Acc_Shield_9 44x1120
Glow_372 48x48
Gore_486 32x28
Item_2322 20x30
Item_2406 38x24
Item_1095 22x20
Item_376 22x20
Item_4473 34x32
Gore_988 14x14
Item_5126 36x38
Item_5376 24x24
NPC_337 48x280
Item_2120 16x16
Player_8_4 360x224
Item_5640 30x28
Gore_93 24x26
Projectile_671 14x28
Projectile_837 26x90
Item_947 16x16
Projectile_873 72x72
Armor_Legs_60 40x1120
Extra_18 38x68
House_Banner_1 32x40
Item_671 58x62
Glow_222 96x594
NPC_Head_77 32x28
Player_Hair_109 40x784
Projectile_530 32x32
RecRight 16x16
Item_1010 16x24
Item_5940 16x28
Tiles_428 34x70
Tiles_499 54x432
Item_2104 34x28
Gore_1131 10x12
Item_3013 32x30
Item_3065 46x54
Item_3767 56x56
Item_4083 14x34
Item_4167 38x16
NPC_251 34x144
Item_3089 24x24
Tiles_122 288x270
Tree_Tops_9 246x82
Gore_782 26x32
Background_88 160x16
NPC_629 32x276
Glow_19 40x1120
Projectile_1036 24x56
Tiles_141 18x36
Item_1385 24x14
Item_1945 22x18
Item_1869 16x20
Item_2328 20x30
Item_5609 32x28
Item_57 30x24
Item_976 30x24
Gore_397 98x90
Gore_185 44x44
NPC_505 40x594
Item_1856 32x32
Background_249 1024x500
Item_5434 24x24
Projectile_0 16x16
Item_5273 30x20
Item_3240 22x34
Item_5166 32x18
Tiles_3 810x22
Item_2672 24x22
Item_1344 22x22
Acc_Balloon_11 52x224
Item_550 54x54
MapBG25 115x65
Projectile_117 14x32
Item_3647 26x26
Item_1676 12x28
Item_3615 16x16
Item_3793 12x36
Projectile_475 14x14
Item_1183 20x30
Projectile_577 2x42
Wall_310 468x180
Item_598 18x28
Buff_195 32x32
Item_5401 20x20
Item_3039 16x24
Item_1474 20x30
Item_4793 20x44
Background_228 1024x424
NPC_557 46x986
Wall_321 468x180
Item_3367 30x30
Armor_Legs_11 40x1120
Item_1128 24x22
NPC_442 30x120
Projectile_1092 240x360
Gore_433 24x16
Item_4986 24x24
Item_1993 20x26
Wall_83 468x180
Item_5778 32x20
Item_1458 18x32
Item_2050 16x18
Item_2772 54x54
Projectile_727 32x32
Item_2836 28x28
Armor_Head_97 40x1118
Acc_Waist_5 40x1120
Item_3541 26x30
Armor_Legs_5 40x1120
Item_543 24x8
Item_1541 30x20
Item_3521 32x32
Item_4208 38x22
Item_756 52x52
Background_196 160x96
Item_2492 32x32
Item_3111 16x14
NPC_48 100x516
Gore_559 30x22
ItemFlame_3117 16x20
Item_2109 34x32
Acc_Shoes_10 40x1120
logo_3 800x600
NPC_608 52x600
Buff_172 32x32
Extra_121 50x102
Background_290 192x16
Glow_342 468x180
Item_2346 20x30
Item_3177 26x32
Item_405 34x28
Background_297 192x96
Player_HairAlt_8 40x784
Projectile_349 12x150
Item_1522 28x28
Tree_Tops_4 246x82
Glow_179 24x60
Item_2435 16x16
Glow_23 54x30
House_1 22x24
Gore_32 18x16
Buff_111 32x32
Background_121 160x16
Item_516 14x32
Projectile_757 38x38
Item_1181 24x24
Item_4597 30x22
Gore_591 22x40
Item_3227 34x34
Item_2302 34x34
Armor_Legs_246 40x1120
Item_1646 12x28
Player_HairAlt_30 40x784
Item_260 28x14
Tiles_350 288x270
Armor_Head_1 40x1120
Item_1491 48x32
Item_3655 24x28
Item_2284 26x30
Wall_225 468x360
Armor_Head_38 40x1120
Background_10 1024x346
Flame_0 132x528
Item_5715 36x24
Gore_1042 24x26
Background_80 160x96
Projectile_971 10x22
Item_3300 28x28
Gore_1061 30x34
Item_259 20x24
Item_2956 12x28
Item_4006 36x38
Player_HairAlt_23 40x784
Item_1539 32x32
Item_5480 40x34
Gore_952 38x28
Background_138 160x48
Item_4610 32x32
Item_5551 38x26
Projectile_627 32x66
Projectile_740 8x8
Extra_39 82x56
Item_3116 16x20
Item_3501 32x32
Item_2052 16x18
Item_4864 16x36
Glow_101 14x56
Item_5303 30x26
Item_2960 12x28
Item_5757 32x22
Gore_27 26x52
Item_6102 30x22
Armor_Head_207 40x1120
Item_678 22x34
NPC_114 130x212
Armor_Head_45 40x1120
Projectile_10 64x64
Gore_668 22x24
NPC_Head_28 16x18
Tiles_12 36x396
Gore_1202 40x20
Armor_Legs_201 40x1120
Gore_660 14x14
Gore_756 30x24
Item_23 16x14
Item_2364 34x34
Item_3339 16x16
Glow_212 40x1120
Item_1960 36x36
Item_2095 28x30
Chains_2 12x12
gemChain-2 12x12
Item_3311 26x30
Item_5291 24x24
Item_4184 32x18
Item_939 28x42
Armor_Head_112 40x1118
Armor_Head_156 40x1118
Item_1799 28x24
Item_798 36x36
Background_217 1024x227
Item_2289 48x48
Gore_154 18x24
NPC_670 38x476
Item_4110 16x28
Player_Hair_98 40x784
Item_1643 12x28
Buff_345 32x32
Projectile_94 6x6
Chains_4 16x8
Glow_67 54x36
Gore_739 32x24
Item_5265 30x20
Tiles_579 44x44
Wall_183 468x180
Waterfall_0 512x40
Item_1062 16x24
Item_2244 18x18
Extra_170 62x180
Item_1553 66x32
Item_2961 12x28
Item_3988 32x28
Item_4617 20x102
Gore_4 22x14
Item_5914 38x22
Item_3468 30x28
Cloud_3 88x52
Wall_79 468x180
Item_3483 32x32
Item_3785 18x6
Armor_Legs_179 40x1120
Gore_553 22x22
Gore_1026 8x8
NPC_429 46x660
Projectile_777 18x18
Spike_Base 16x16
Tiles_35 72x324
Gore_525 58x22
Armor_Head_28 40x1118
Projectile_905 22x26
Item_5580 30x26
Player_Hair_34 40x784
Extra_9 32x32
Gore_1398 114x50
Item_2075 30x24
Item_3640 24x14
Item_4337 26x24
Item_4586 16x20
NPC_631 60x1554
Tiles_313 234x90
Waterfall_21 512x40
Item_2370 24x24
Gore_320 22x22
Cloud_23 84x80
Projectile_901 58x552
Item_2089 14x28
Gore_1121 384x112
Background_146 160x16
Armor_Legs_199 40x1120
Gore_149 80x66
Item_1264 28x28
Gore_23 14x26
Item_1583 28x30
Armor_Legs_130 40x1120
Gore_666 16x20
Item_1800 28x32
Item_2068 32x20
Item_2152 22x26
Item_4350 20x18
Item_5447 24x24
NPC_307 44x420
Player_HairAlt_89 40x784
Item_734 30x20
Player_Hair_190 40x784
Projectile_528 26x30
Item_1753 32x32
Tiles_198 288x270
Tiles_485 144x144
Gore_973 18x20
Wall_188 468x180
Item_1056 16x24
NPC_130 40x140
Item_2547 14x32
Item_971 16x32
Item_5833 24x14
Background_319 1024x778
Buff_225 32x32
Item_3565 34x32
Item_4898 22x20
NPC_65 120x192
Item_2483 34x34
Armor_Head_216 40x1118
Gore_209 24x26
Item_5007 30x20
Armor_Head_284 40x1120
Wall_138 468x180
Buff_305 32x32
Armor_Legs_153 40x1120
Item_451 24x32
Player_HairAlt_25 40x784
Projectile_277 38x38
Tiles_656 26x36
Item_4576 18x32
Gore_61 34x36
Acc_HandsOff_10 40x1120
Item_2787 16x16
Item_488 26x34
NPC_333 38x76
Item_3414 12x28
NPC_637 44x1120
Item_5313 26x28
Item_5352 12x28
Gore_357 12x16
Armor_Legs_118 40x1120
NPC_Head_49 30x26
Item_4286 22x102
Armor_Legs_136 40x1120
Item_1764 26x30
Item_4028 30x90
Item_3662 24x26
Background_335 1024x720
Item_2815 20x34
NPC_60 44x160
Item_4109 16x26
Buff_304 32x32
Item_1113 20x20
Item_4317 38x32
Item_5802 14x18
Player_HairAlt_141 40x784
Gore_342 18x20
Item_438 24x24
MapBGOverlay6 115x65
Item_2900 12x28
Player_HairAlt_184 40x784
Item_4654 22x18
Flame_11 54x270
Item_1812 26x34
Item_4307 20x34
Projectile_242 2x136
Gore_1045 36x42
Background_227 1024x533
Tiles_531 36x54
Item_4975 12x28
Item_5228 32x32
Player_Hair_106 40x784
Projectile_223 30x56
Item_4719 16x18
Item_1426 48x32
Gore_6 20x14
Item_4991 30x20
Chain36 12x12
Armor_Legs_248 40x1120
Gore_783 28x26
Item_5019 32x20
Item_3191 18x22
Item_537 42x44
Item_5652 34x42
Item_5965 36x22
Item_1151 24x8
Gore_1021 24x30
Armor_Legs_202 40x1120
IceQueen 250x1260
Glow_279 46x682
Inventory_Back18 52x52
Item_956 20x24
Player_Hair_69 40x784
Glow_41 40x1120
Armor_Head_118 40x1118
Buff_326 32x32
Gore_1104 22x14
Glow_97 16x8
NPC_6 42x160
Projectile_1093 34x1120
Projectile_217 14x56
Item_3322 36x32
Item_5085 32x22
Item_2166 34x32
Gore_648 14x22
HealthBar2 36x12
Item_5008 32x32
Item_2687 24x24
Item_4568 24x34
NPC_366 38x112
NPC_551 302x1870
Tiles_752 38x36
Item_4868 16x16
Item_5483 50x34
Extra_233 512x512
Item_4376 34x32
Item_907 30x28
Extra_97 72x256
Item_5813 32x34
Item_2360 34x34
Gore_1006 50x56
Gore_1112 22x24
Item_1318 22x18
Item_4136 30x18
Projectile_21 16x16
Tiles_609 108x972
Mount_MinecartDesert 50x102
Projectile_1038 18x160
Gore_189 18x14
Glow_344 468x180
Extra_32 78x76
Item_3446 12x28
Player_Hair_198 40x784
Tiles_76 288x270
Wall_336 468x180
Projectile_395 52x630
Item_2523 16x16
Item_4780 30x20
Item_3053 34x34
Tiles_161 288x270
Item_5423 16x16
Glow_281 42x728
Projectile_8 30x32
Item_1902 34x28
Item_4553 28x32
Armor_Legs_22 40x1120
Item_3882 22x18
Item_5027 32x20
Xmas_2 726x130
Player_HairAlt_146 40x784
Acc_HandsOn_3 40x1120
Item_116 16x16
Buff_142 32x32
Item_3214 16x16
Item_1042 16x24
Item_1612 22x34
Item_1689 12x28
Buff_281 32x32
Background_308 1024x600
Glow_245 40x1120
Gore_1337 14x18
Item_5751 24x14
Item_5323 24x32
Item_4983 34x24
Armor_Head_212 40x1120
Armor_Head_268 40x1120
Item_253 22x18
Item_3235 32x32
Item_5788 16x28
Item_546 12x12
Item_913 24x14
Item_936 22x28
Projectile_1037 36x36
Item_425 30x28
NPC_20 40x1176
Gore_258 24x24
Item_4700 14x32
Item_557 20x18
Gore_571 18x24
Item_986 48x24
NPC_417 56x1080
Extra_289 86x86
Acc_Front_9 40x1120
Armor_Head_150 40x1120
Gore_1138 10x12
Background_317 2048x1200
Item_6121 36x24
Armor_Legs_42 40x1120
Item_3056 50x32
Item_4071 20x18
NPC_287 44x896
Projectile_507 16x68
Item_1250 28x48
Item_2188 40x40
Gore_875 28x28
Item_3949 32x18
Extra_272 90x1218
Item_5748 14x30
Projectile_599 14x26
Item_2935 12x28
Item_2474 34x34
Acc_HandsOff_13 40x1120
Extra_109 50x102
Item_4369 32x32
Item_4209 38x16
Gore_297 28x22
Gore_1113 384x112
Item_220 38x34
Tiles_175 288x270
Item_3438 12x28
Item_4861 16x36
Item_4296 30x102
Item_4842 28x28
Projectile_1063 48x48
Projectile_911 22x30
Tiles_348 288x270
Wall_221 468x180
Projectile_751 8x8
Item_3006 32x30
Item_4281 38x38
Item_5219 32x32
Item_556 28x18
Item_608 24x24
Item_1896 34x28
Buff_219 32x32
Item_3654 24x30
Gore_217 18x20
Item_4892 34x32
Item_4961 24x20
NPC_75 54x136
NPC_Head_21 30x32
Item_6072 14x34
Item_5157 18x28
Projectile_403 18x18
Gore_595 12x16
Projectile_702 38x240
Projectile_304 14x30
Projectile_477 14x28
Tiles_470 288x52
Wall_45 468x180
Gore_478 48x56
Item_3145 24x16
Background_17 1024x540
Item_4178 16x34
Buff_325 32x32
Item_124 30x18
Item_2337 30x24
Item_5548 34x22
Item_2707 24x34
Tiles_20 594x38
Wall_213 468x180
Item_1272 24x24
Item_1669 12x28
Projectile_517 16x20
Item_4929 30x44
Item_2763 24x22
Background_78 160x96
Buff_229 32x32
Item_2209 20x30
Mount_Glow_DrillDiode 80x80
Armor_Head_129 40x1120
Gore_118 20x12
Item_1043 16x24
Item_2131 12x34
Item_4131 26x34
Tiles_637 198x22
Wall_85 468x180
Item_3249 44x44
NPC_128 38x76
Item_3431 12x28
Player_HairAlt_90 40x784
Tiles_678 288x270
Tiles_104 2016x180
Buff_218 32x32
Item_2757 24x22
Item_2160 24x24
Tiles_17 54x456
Item_490 28x28
Item_1367 32x32
Acc_Shoes_30 40x1120
Gore_645 14x22
Projectile_897 46x682
Item_4272 36x32
Tiles_190 288x270
Player_Hair_178 40x784
Item_5967 16x28
Item_2805 22x18
Projectile_185 16x16
Projectile_846 62x56
Gore_148 16x28
Gore_1379 12x8
Wall_59 468x180
Item_3737 16x16
Item_4117 16x26
Gore_578 34x22
Acc_Balloon_3 52x224
Glow_47 56x26
Armor_Legs_103 40x1120
Gore_1382 16x10
Item_3285 30x26
Player_HairAlt_144 40x784
Projectile_260 8x8
Item_5556 32x28
Projectile_490 408x408
Cloud_11 134x56
Glow_111 288x270
Gore_75 16x16
Item_1744 30x20
Tiles_253 288x270
Item_5691 30x32
Projectile_923 802x208
Item_1550 22x18
Wall_229 468x180
Acc_Back_7 40x1120
Projectile_825 56x1300
Item_589 32x32
Item_3846 12x28
Acc_HandsOn_8 40x1120
Gore_1221 16x10
Buff_136 32x32
Chain5 16x28
Item_3289 30x26
Projectile_334 62x440
Extra_163 126x1312
Item_4840 28x28
NPC_147 32x52
Gore_985 20x16
Item_5171 24x32
Extra_113 72x192
Glow_160 56x1080
Glow_219 60x26
Item_5444 16x16
Item_5904 32x32
Player_HairAlt_49 40x784
Tiles_262 324x90
Tiles_415 288x270
Item_2198 30x26
Projectile_49 54x54
NPC_451 40x1064
Item_37 24x20
Item_4925 38x50
Gore_719 28x26
Item_3478 26x24
Item_5936 16x18
Tiles_135 16x200
Tiles_311 288x270
NPC_687 30x338
Extra_284 40x1120
Item_2542 14x18
Item_2868 16x16
Wall_27 468x180
Item_3369 30x30
Item_910 22x36
Extra_152 30x30
Item_317 16x16
Item_3976 32x30
Extra_299 96x96
Gore_309 32x28
Item_5895 16x20
NPC_267 34x34
Item_272 28x32
Gore_518 92x98
Item_4618 20x102
Acc_Back_3 40x1120
Background_3 128x96
Item_1117 18x24
Item_2382 30x22
Item_3522 56x54
Item_4689 32x18
Item_945 24x36
Item_3480 16x32
Acc_Shoes_7 40x1120
Player_11_5 360x224
Projectile_600 22x60
LiquidSlope_11 72x16
Glow_351 40x1456
Item_29 22x22
Item_2881 58x32
NPC_98 34x48
Sun3 64x64
Glow_257 32x34
Item_5109 40x34
Gore_431 16x12
Background_143 160x48
Item_3476 34x32
Item_5100 36x32
Item_371 28x14
Projectile_748 8x8
Buff_222 32x32
Tiles_228 54x162
TreeFace 248x1880
Extra_85 32x30
Wall_319 468x180
Extra_8 32x32
Background_83 160x16
Item_1446 44x48
logo_6 800x600
NPC_590 38x144
Item_2872 16x24
Gore_323 18x18
Item_4822 34x28
Extra_40 56x176
Glow_190 18x80
Glow_203 28x28
Item_1961 36x36
Gore_1289 20x14
Item_4492 24x24
Acc_Shoes_1 40x1120
Item_4709 24x24
Item_4944 38x48
Item_5767 14x30
Item_5825 32x32
Item_45 38x38
NPC_432 88x476
Item_3040 16x24
NPC_515 26x32
Projectile_942 32x32
Extra_242 36x368
Item_1330 26x24
Acc_HandsOff_11 40x1120
Item_1819 28x22
Item_705 30x24
Wall_329 468x252
Projectile_135 16x16
Item_1199 60x60
Projectile_251 32x32
NPC_427 48x396
Gore_784 18x16
Item_4971 12x28
NPC_525 36x416
Gore_1183 50x28
Gore_879 28x26
Item_3919 32x12
Gore_642 20x14
Item_5234 50x34
Tiles_272 234x180
Armor_Legs_119 40x1120
Item_2240 20x28
Item_2324 20x30
Item_2965 12x28
Item_97 12x12
NPC_70 34x34
Projectile_753 18x18
Item_5322 12x20
Item_4897 20x18
Gore_1242 16x24
Item_859 50x50
Projectile_635 46x184
Gore_965 26x38
Player_Hair_169 40x784
Tree_Branches_1 84x126
Wall_247 468x180
Item_3159 32x20
Item_3839 12x28
Item_25 18x32
Item_3365 20x20
Extra_292 14x14
Item_1605 30x24
NPC_397 246x1088
Wall_316 468x180
Tiles_62 234x90
Acc_Back_31 40x1120
Player_HairAlt_18 40x784
Projectile_113 18x32
Item_1454 12x28
Item_5425 16x16
Gore_711 18x300
Background_242 1024x800
Item_3574 26x22
Extra_148 28x12
Chat2 32x28
Item_1292 48x32
Item_5816 16x20
Item_655 16x32
Projectile_644 72x72
SunOrb 26x26
Item_5920 16x16
Wall_244 468x180
Item_597 18x28
Armor_Head_235 40x1120
Acc_Shield_5 44x1120
Extra_48 272x1092
Tiles_379 324x360
Item_4169 36x24
Wings_9 86x248
Item_2976 12x28
Item_850 28x30
Player_Hair_74 40x784
Projectile_771 64x64
Buff_254 32x32
Item_2630 24x16
Item_632 24x14
NPC_389 42x414
Projectile_46 100x100
Item_5721 16x28
HealthBar1 36x12
Item_2604 20x32
Item_4475 32x32
NPC_681 38x476
Moon_6 50x400
Acc_Face_20 40x1120
LiquidSlope_1 72x16
Tiles_225 288x270
Item_2737 24x34
Armor_Legs_157 40x1120
Item_4481 34x32
Item_3247 22x18
Item_4182 36x24
NPC_Head_Boss_19 26x30
Player_Hair_89 40x784
Tiles_5_0 176x264
Wall_69 468x180
Item_2348 20x30
Buff_379 32x32
Gore_611 68x66
Item_2405 38x24
Gore_160 16x16
Gore_362 24x36
Item_2336 34x34
Glow_91 70x90
Buff_267 32x32
Gore_863 28x26
Extra_52 40x280
Item_330 24x24
Item_3514 38x38
Item_4026 28x108
Item_417 24x24
Item_4399 34x32
Item_5307 24x24
Item_1679 12x28
Item_89 24x16
Player_6_8 360x224
NPC_586 60x840
Projectile_16 54x54
Item_5647 22x22
Projectile_431 28x64
Armor_Legs_138 40x1120
Glow_283 64x592
Gore_1041 18x24
Background_95 1024x529
Gore_1389 28x22
Item_3411 12x28
Projectile_341 22x32
Item_5124 50x34
Projectile_547 16x16
Projectile_893 40x184
Projectile_834 64x528
NPC_8 30x48
Player_0_4 360x224
Armor_Legs_162 40x1120
Item_3734 30x20
Projectile_916 22x132
Item_5676 16x16
Player_HairAlt_110 40x784
Buff_133 32x32
Tiles_146 288x270
Background_243 1024x550
Item_1156 42x26
Item_1146 16x16
Item_2973 12x28
NPC_396 573x804
Item_1197 56x14
Item_4781 22x18
NPC_430 88x476
NPC_464 34x280
Tiles_486 54x38
Tiles_746 234x180
Item_3163 34x28
Item_3605 16x16
Item_873 30x14
Item_1652 12x28
Player_Hair_19 40x784
Item_1974 24x24
Tiles_521 36x504
Player_HairAlt_153 40x784
Item_4574 32x28
Buff_140 32x32
Item_2695 16x16
Projectile_661 20x42
Item_856 40x40
Item_223 24x24
Item_1235 18x34
Armor_Legs_182 40x1120
Acc_Neck_8 40x1120
Tiles_114 54x38
Buff_118 32x32
Item_1108 20x24
Glow_113 142x36
Item_2343 34x26
NPC_Head_60 28x22
Item_368 48x48
Player_Hair_217 40x784
Item_2856 30x28
Item_3619 32x32
Item_1775 30x32
Item_2151 26x28
Item_5501 32x32
Armor_Head_201 40x1120
Gore_512 38x20
Extra_159 195x1221
Item_5937 16x34
NPC_554 66x672
Projectile_954 40x40
Gore_182 48x42
Glow_367 40x1118
Item_1788 34x18
Buff_293 32x32
Gore_395 32x28
Item_2271 24x24
Item_2645 10x30
Item_801 32x32
NPC_423 68x648
Item_1651 12x28
Item_6132 16x16
MapBG30 115x65
Mount_Scutlix 90x648
Item_4885 34x32
Projectile_998 36x380
Gore_365 52x54
Item_4623 20x126
Armor_Legs_15 40x1120
Projectile_444 14x14
Projectile_235 18x18
Gore_639 28x24
NPC_632 36x800
Item_2993 12x28
Projectile_928 38x38
Item_2396 38x28
Wall_166 468x180
Item_1741 30x28
Item_2955 12x28
Buff_177 32x32
Item_122 36x36
Item_2138 22x30
Item_5198 32x28
Item_3087 16x16
Item_5272 30x20
Item_5574 28x28
Item_2911 12x28
Item_5603 24x34
Item_3835 44x44
Item_4569 34x24
Item_807 16x38
Glow_227 76x74
NPC_250 48x168
NPC_257 54x210
Tiles_270 108x36
Tree_Tops_20 1476x142
Wall_88 468x180
Item_4739 34x34
Waterfall_20 512x40
Buff_387 32x32
Glow_301 40x1120
Item_1719 34x20
Projectile_701 44x120
Acc_Shoes_9 40x1120
Item_3349 40x48
Player_HairAlt_177 40x784
Item_1989 18x32
Projectile_3 22x22
Item_6141 32x28
Item_4629 28x28
Projectile_854 48x874
Wall_269 468x180
Item_434 56x20
Item_4947 36x50
Tiles_628 288x396
Gore_44 18x16
Item_3883 28x28
Buff_242 32x32
NPC_168 28x504
Wall_176 468x180
Gore_521 120x74
Item_4829 30x20
Acc_Face_5 40x1120
Item_1425 48x32
Item_3893 30x32
Extra_253 90x780
Gore_1073 22x22
Gore_283 22x24
Item_1678 12x28
Item_1730 24x24
Item_221 30x26
Item_3994 24x30
Projectile_1062 48x48
Projectile_286 2x40
Item_1540 32x32
Gore_1049 28x28
Chaos 38x720
Item_4910 30x20
Item_5000 34x32
Item_4326 16x8
Item_4300 26x34
Item_5281 22x18
Armor_Head_183 40x1120
Item_4309 16x32
Item_305 20x30
Acc_Front_4 40x1120
Item_4879 32x22
Acc_HandsOn_10 40x1120
Item_503 24x22
Item_4264 32x32
Item_3599 16x24
Item_5041 24x126
Gore_56 44x76
Armor_Head_96 40x1118
Acc_Shield_6 40x1120
Item_2087 10x28
Item_6071 14x18
Player_Hair_102 40x784
Projectile_1084 16x16
Tiles_480 36x486
Tiles_484 36x36
Item_5984 18x32
Item_682 22x36
Acc_Shoes_4 40x1120
Buff_363 32x32
Item_3985 34x34
Gore_899 26x22
Projectile_130 100x100
Projectile_149 16x16
Projectile_543 16x16
Tiles_165 704x110
Item_3314 30x30
NPC_346 126x1440
Background_292 192x16
Item_1850 50x32
Armor_Head_275 40x1120
Glow_297 486x108
Item_68 22x22
Item_3729 16x16
Gore_244 22x12
Item_1244 42x36
Item_2150 26x26
Gore_887 24x16
Background_204 160x96
Item_4218 18x32
Item_2539 32x22
Gore_961 38x48
Item_4246 24x24
Item_5579 30x32
Item_5709 16x28
Tiles_602 108x1188
Acc_HandsOff_8 40x1120
Item_2889 22x16
Buff_117 32x32
Item_3355 30x26
Item_2441 32x28
Item_5403 20x20
Item_5448 24x24
Item_3531 42x42
Item_216 24x24
Gore_824 26x20
Gore_580 12x10
Item_535 26x26
NPC_667 32x52
NPC_684 72x532
Background_105 1024x424
Item_2467 34x34
Item_3049 32x18
Background_51 1024x509
Armor_Head_227 40x1120
Gore_1325 26x29
Item_2457 34x34
Item_943 26x36
Glow_5 36x36
Item_5577 26x30
Background_234 1024x540
Item_3228 32x32
Item_2599 20x30
Item_3870 62x64
Gore_770 18x18
Item_1404 32x18
Gore_184 26x30
Gore_1258 82x56
Gore_340 10x18
Item_1467 12x28
Item_1546 18x24
Item_1994 26x26
Extra_71 102x168
Item_1302 8x16
Item_1319 50x26
Item_2296 48x48
Item_3989 24x24
Item_4740 22x20
Item_314 12x20
Gore_163 20x26
Item_5586 36x36
Item_5637 30x28
Item_3238 24x24
NPC_198 40x896
NPC_563 84x1064
Projectile_340 22x32
Item_6045 32x20
Item_437 36x36
Projectile_350 16x32
Projectile_372 20x48
Item_5947 30x34
Projectile_491 26x34
Item_1237 24x32
Item_5286 26x28
Item_1033 16x24
Projectile_526 10x10
Tiles_137 108x108
Item_1641 12x28
Item_1821 22x24
Item_3319 32x32
Cloud_38 166x178
Item_1948 24x24
Background_159 160x48
Item_1543 30x32
Item_390 44x44
Projectile_108 64x64
Item_4093 30x22
Item_5720 32x30
Projectile_165 12x16
Background_232 1024x540
Inventory_Back6 52x52
Item_3488 36x32
Item_1260 56x24
Tiles_544 54x684
Item_5508 26x30
Wall_349 468x180
Item_1911 28x96
Item_5339 26x30
Item_4146 38x16
Wall_356 468x180
Armor_Head_197 40x1120
Buff_78 32x32
Tiles_242 324x1944
Item_2558 34x34
Player_Hair_11 40x784
Player_Hair_13 40x784
Gore_156 38x50
Item_4555 24x24
Tiles_465 36x54
Gore_615 42x24
logo_7 800x600
Item_1073 22x20
Chain4 16x28
Glow_298 108x90
Gore_204 14x16
Item_3914 32x22
Extra_25 56x168
Gore_458 24x32
Projectile_869 32x32
Wall_361 468x180
Item_3106 30x32
Tiles_589 176x264
Buff_277 32x32
NPC_376 44x72
NPC_583 24x96
Gore_663 14x24
Item_325 30x18
Item_4295 24x90
Item_5621 16x30
Clothes_0 30x30
Glow_66 54x34
Gore_409 18x38
Item_3410 12x28
Item_5687 36x38
Item_1174 32x32
Buff_207 32x32
Item_332 32x22
Armor_Head_68 40x1118
Item_3069 28x28
Item_1358 18x28
NPC_231 46x120
Item_1527 32x22
Item_3134 34x26
MapBG3 115x65
Player_8_11 40x1120
Player_HairAlt_133 40x784
Acc_Shoes_22 40x1120
Projectile_123 16x16
Tiles_536 288x396
Tiles_615 54x38
Gore_982 66x34
NPC_91 76x156
Wall_72 468x180
Gore_544 22x26
Wall_94 468x180
Item_3083 24x24
Projectile_173 28x28
NPC_Head_5 26x22
Extra_179 512x512
Glow_75 20x34
Item_386 50x18
NPC_477 156x720
Item_1661 12x28
Glow_17 40x1120
Item_5933 32x18
Item_4723 28x28
Gore_831 40x22
Buff_377 32x32
Armor_Head_108 40x1120
Acc_Back_12 40x1120
Item_199 48x48
Item_2143 30x30
Item_2377 30x22
Glow_16 40x1120
Item_284 18x32
Projectile_582 34x30
Projectile_754 90x36
Wall_317 468x180
Armor_Head_262 40x1120
Item_5455 32x26
Item_4794 32x42
Gore_527 52x32
Item_5174 14x20
Item_5761 14x22
Armor_Head_50 40x1118
Tiles_649 1908x36
Item_34 16x32
Projectile_236 62x884
Background_107 1024x550
Item_2837 24x30
